close,bid,ask,bid_volume,ask_volume,volume
4497.448863747804,4497.323863747804,4497.573863747804,1181,1780,1481
4498.3130917076405,4498.1880917076405,4498.4380917076405,923,2610,1767
4494.9685772566545,4494.8435772566545,4495.0935772566545,898,1537,1218
4493.948318001762,4493.823318001762,4494.073318001762,2030,1513,1772
4495.212596511643,4495.087596511643,4495.337596511643,964,1685,1325
4493.3644174968795,4493.1144174968795,4493.6144174968795,1719,846,1283
4496.247020443338,4496.122020443338,4496.372020443338,2475,1320,1898
4496.95739701978,4496.83239701978,4497.08239701978,2181,1130,1656
4498.277005386334,4498.152005386334,4498.402005386334,1039,1418,1229
4502.27483237432,4502.02483237432,4502.52483237432,985,1014,1000
4505.766190995497,4505.641190995497,4505.891190995497,441,1296,869
4504.309780526587,4504.059780526587,4504.559780526587,2573,1344,1959
4505.483337422154,4505.358337422154,4505.608337422154,977,1478,1228
4505.436253174303,4505.186253174303,4505.686253174303,718,1163,941
4506.52620573472,4506.40120573472,4506.65120573472,1355,2638,1997
4507.609048899022,4507.484048899022,4507.734048899022,1966,1357,1662
4511.1236886905035,4510.8736886905035,4511.3736886905035,1184,2247,1716
4510.717315712831,4510.467315712831,4510.967315712831,598,1247,923
4515.870715117973,4515.745715117973,4515.995715117973,1797,1236,1517
4514.621140829745,4514.496140829745,4514.746140829745,1869,1938,1904
4514.188543172247,4514.063543172247,4514.313543172247,805,856,831
4512.811403235363,4512.436403235363,4513.186403235363,1000,731,866
4513.594957588798,4513.344957588798,4513.844957588798,2184,1721,1953
4512.971549906467,4512.846549906467,4513.096549906467,1125,1840,1483
4514.0210991968725,4513.7710991968725,4514.2710991968725,1378,577,978
4512.209823910657,4511.959823910657,4512.459823910657,769,1224,997
4514.705122569362,4514.455122569362,4514.955122569362,672,1989,1331
4518.713515907388,4518.588515907388,4518.838515907388,983,2036,1510
4522.0312097632695,4521.9062097632695,4522.1562097632695,1932,1041,1487
4518.974076554196,4518.849076554196,4519.099076554196,1936,2029,1983
4516.600717417501,4516.475717417501,4516.725717417501,1145,1464,1305
4516.313656651801,4515.938656651801,4516.688656651801,1780,849,1315
4516.262884378363,4516.137884378363,4516.387884378363,1783,1390,1587
4516.753271713699,4516.628271713699,4516.878271713699,995,1172,1084
4515.477799327708,4515.352799327708,4515.602799327708,1543,1576,1560
4514.769333231696,4514.644333231696,4514.894333231696,1722,1097,1410
4513.426961642931,4513.176961642931,4513.676961642931,1366,2369,1868
4513.938308238934,4513.688308238934,4514.188308238934,1652,2023,1838
4512.834100118478,4512.709100118478,4512.959100118478,2155,1116,1636
4514.0041626622005,4513.8791626622005,4514.1291626622005,1708,1705,1707
4514.063232238355,4513.813232238355,4514.313232238355,2430,1299,1865
4516.03177304335,4515.90677304335,4516.15677304335,2598,1105,1852
