close,bid,ask,bid_volume,ask_volume,volume
4497.1891237116015,4497.0641237116015,4497.3141237116015,1558,1619,1589
4496.603743910585,4496.478743910585,4496.728743910585,1831,816,1324
4500.006990511662,4499.881990511662,4500.131990511662,1719,1200,1460
4497.7351210902825,4497.4851210902825,4497.9851210902825,1348,995,1172
4497.299916942881,4496.924916942881,4497.674916942881,1966,887,1427
4498.160701760271,4497.910701760271,4498.410701760271,2668,991,1830
4500.912073992227,4500.787073992227,4501.037073992227,824,2221,1523
4499.6429808655375,4499.5179808655375,4499.7679808655375,1134,1957,1546
4499.653390116912,4499.528390116912,4499.778390116912,674,1125,900
4499.547544621012,4499.297544621012,4499.797544621012,1535,1376,1456
4499.290586239427,4499.040586239427,4499.540586239427,694,975,835
4499.9558133542905,4499.7058133542905,4500.2058133542905,1425,1286,1356
4500.416237266957,4500.291237266957,4500.541237266957,1559,758,1159
4499.592588677012,4499.467588677012,4499.717588677012,1222,1133,1178
4496.321496909481,4496.196496909481,4496.446496909481,1293,2488,1891
4497.008706538281,4496.883706538281,4497.133706538281,1027,2108,1568
4494.666062470408,4494.541062470408,4494.791062470408,954,1481,1218
4499.037461117517,4498.912461117517,4499.162461117517,1286,2047,1667
4500.476745789346,4500.101745789346,4500.851745789346,439,1186,813
4501.6197211788285,4501.4947211788285,4501.7447211788285,575,1696,1136
4499.851446475522,4499.601446475522,4500.101446475522,1397,1380,1389
4496.170487077414,4495.920487077414,4496.420487077414,1444,1111,1278
4495.6719611878325,4495.5469611878325,4495.7969611878325,1229,606,918
4493.569590780121,4493.444590780121,4493.694590780121,953,1174,1064
4495.534247174009,4495.409247174009,4495.659247174009,782,2063,1423
4496.2607056142815,4496.0107056142815,4496.5107056142815,758,1787,1273
4496.444303346124,4496.069303346124,4496.819303346124,1823,1922,1873
4498.772447313093,4498.647447313093,4498.897447313093,2645,1056,1851
4494.966435606531,4494.841435606531,4495.091435606531,1264,1481,1373
4496.448841657944,4496.323841657944,4496.573841657944,2041,816,1429
4496.992145459599,4496.742145459599,4497.242145459599,1231,1040,1136
4500.576714474395,4500.326714474395,4500.826714474395,1119,1896,1508
4499.18077300472,4498.93077300472,4499.43077300472,1408,1543,1476
4500.281155222248,4500.156155222248,4500.406155222248,927,1470,1199
4506.140513415907,4505.890513415907,4506.390513415907,1153,1928,1541
4504.136730476211,4503.886730476211,4504.386730476211,1620,867,1244
4503.638751918427,4503.513751918427,4503.763751918427,901,936,919
4500.160540539587,4499.910540539587,4500.410540539587,990,867,929
4497.528424871886,4497.403424871886,4497.653424871886,1587,974,1281
4497.011835312732,4496.886835312732,4497.136835312732,1163,848,1006
4495.122009703319,4494.997009703319,4495.247009703319,1240,2365,1803
4496.488261183978,4496.363261183978,4496.613261183978,1242,1573,1408
4499.945776232634,4499.820776232634,4500.070776232634,1482,2461,1972
4501.238051558449,4501.113051558449,4501.363051558449,1484,727,1106
4505.5472564466145,4505.4222564466145,4505.6722564466145,1315,954,1135
4509.3852407333525,4509.2602407333525,4509.5102407333525,1566,1215,1391
4509.822721338198,4509.697721338198,4509.947721338198,1136,663,900
4507.996627600474,4507.621627600474,4508.371627600474,1008,633,821
4510.237286182559,4510.112286182559,4510.362286182559,995,830,913
4507.361143796757,4507.111143796757,4507.611143796757,2382,1035,1709
4512.835132194445,4512.710132194445,4512.960132194445,1989,1700,1845
4510.604891549692,4510.229891549692,4510.979891549692,2302,1579,1941
4511.622808271372,4511.497808271372,4511.747808271372,1091,2026,1559
4511.9492032524395,4511.6992032524395,4512.1992032524395,586,1123,855
4509.297637398167,4509.172637398167,4509.422637398167,1108,1625,1367
4510.902590070379,4510.652590070379,4511.152590070379,1113,1016,1065
4515.246523039901,4514.996523039901,4515.496523039901,1326,1767,1547
4514.699891637102,4514.574891637102,4514.824891637102,1989,866,1428
4514.300113521704,4514.175113521704,4514.425113521704,1465,2144,1805
4514.31709579301,4514.19209579301,4514.44209579301,1711,1992,1852
4513.351294386571,4513.226294386571,4513.476294386571,1328,1621,1475
4514.032450342948,4513.907450342948,4514.157450342948,1860,1819,1840
4517.158788357799,4517.033788357799,4517.283788357799,1236,1535,1386
4516.137143983548,4515.762143983548,4516.512143983548,762,1303,1033
4515.840440522662,4515.465440522662,4516.215440522662,1411,1636,1524
4518.790877861538,4518.665877861538,4518.915877861538,1659,1430,1545
4516.674903307868,4516.549903307868,4516.799903307868,997,2880,1939
4520.4209558043185,4520.2959558043185,4520.5459558043185,964,1049,1007
4523.940138397426,4523.565138397426,4524.315138397426,824,1315,1070
4528.429338805401,4528.179338805401,4528.679338805401,2082,1815,1949
4531.446507807731,4531.321507807731,4531.571507807731,1057,1450,1254
4533.923542013078,4533.798542013078,4534.048542013078,593,1532,1063
4535.0476845222065,4534.9226845222065,4535.1726845222065,1267,2296,1782
4535.312074305028,4535.187074305028,4535.437074305028,928,1241,1085
4533.367732911583,4533.117732911583,4533.617732911583,816,963,890
4533.081616165343,4532.831616165343,4533.331616165343,1278,657,968
4531.214982246959,4531.089982246959,4531.339982246959,1572,1437,1505
4530.3081983709435,4530.1831983709435,4530.4331983709435,1741,686,1214
4532.498531207409,4532.248531207409,4532.748531207409,910,2417,1664
4530.076350149986,4529.951350149986,4530.201350149986,1666,761,1214
4530.921542984458,4530.671542984458,4531.171542984458,563,1158,861
4532.037647825092,4531.912647825092,4532.162647825092,977,1224,1101
4533.038103018105,4532.913103018105,4533.163103018105,1412,2475,1944
4527.970682705891,4527.720682705891,4528.220682705891,1427,1264,1346
4528.263804432589,4528.138804432589,4528.388804432589,2811,1134,1973
4529.923924198878,4529.798924198878,4530.048924198878,2049,786,1418
4531.619573004697,4531.244573004697,4531.994573004697,2001,1580,1791
4523.843189584882,4523.718189584882,4523.968189584882,476,1379,928
4526.162232657155,4525.787232657155,4526.537232657155,2171,1418,1795
4527.129623951133,4527.004623951133,4527.254623951133,669,1124,897
4527.16830402565,4527.04330402565,4527.29330402565,898,2449,1674
4526.819257463326,4526.569257463326,4527.069257463326,2382,1537,1960
4529.783172967575,4529.658172967575,4529.908172967575,1845,662,1254
4533.705410704779,4533.580410704779,4533.830410704779,1643,584,1114
4536.979194646791,4536.729194646791,4537.229194646791,1349,472,911
4535.648172793514,4535.398172793514,4535.898172793514,2460,1507,1984
4536.188409530862,4536.063409530862,4536.313409530862,1025,1088,1057
4538.147402652663,4538.022402652663,4538.272402652663,1225,1522,1374
4539.681178881734,4539.431178881734,4539.931178881734,927,746,837
4541.010256626112,4540.635256626112,4541.385256626112,736,1241,989
4539.51623113552,4539.39123113552,4539.64123113552,1469,2150,1810
4539.168284827944,4538.918284827944,4539.418284827944,954,1097,1026
4539.462426095974,4539.337426095974,4539.587426095974,1123,974,1049
4539.63973352089,4539.51473352089,4539.76473352089,2481,1132,1807
4541.048151277693,4540.923151277693,4541.173151277693,1156,1517,1337
4541.254544924022,4541.129544924022,4541.379544924022,2557,1316,1937
4537.7188189618655,4537.4688189618655,4537.9688189618655,1061,2092,1577
4538.85114375035,4538.72614375035,4538.97614375035,1325,1558,1442
4539.550567128305,4539.425567128305,4539.675567128305,834,1669,1252
4542.407320528058,4542.032320528058,4542.782320528058,1460,1857,1659
4541.432837696239,4541.307837696239,4541.557837696239,2464,1501,1983
4539.892801149986,4539.642801149986,4540.142801149986,1489,1846,1668
4544.805681795536,4544.680681795536,4544.930681795536,1539,972,1256
4541.845306626266,4541.595306626266,4542.095306626266,1689,1526,1608
4547.332244962542,4547.082244962542,4547.582244962542,1127,1234,1181
4544.782766782821,4544.532766782821,4545.032766782821,1054,2247,1651
4545.090350972523,4544.840350972523,4545.340350972523,2103,1544,1824
4543.600899644163,4543.475899644163,4543.725899644163,1108,1869,1489
4543.090591099433,4542.965591099433,4543.215591099433,2586,1367,1977
4541.183965869113,4540.933965869113,4541.433965869113,671,1996,1334
4542.344051114451,4541.969051114451,4542.719051114451,1705,1742,1724
4542.7497310848275,4542.6247310848275,4542.8747310848275,1902,1517,1710
4542.371608137315,4542.121608137315,4542.621608137315,1982,1805,1894
4541.519474463912,4541.394474463912,4541.644474463912,1846,639,1243
4545.04026270853,4544.91526270853,4545.16526270853,1631,1660,1646
4542.071483717429,4541.821483717429,4542.321483717429,1042,2649,1846
4542.85715558066,4542.73215558066,4542.98215558066,1621,2302,1962
4542.237104252652,4542.112104252652,4542.362104252652,1686,805,1246
4543.483454106092,4543.233454106092,4543.733454106092,2283,876,1580
