close,bid,ask,bid_volume,ask_volume,volume
4499.448017249163,4499.198017249163,4499.698017249163,2129,878,1504
4498.068144092087,4497.818144092087,4498.318144092087,638,963,801
4498.506768308971,4498.381768308971,4498.631768308971,1768,1809,1789
4500.690605556496,4500.315605556496,4501.065605556496,647,992,820
4503.974937884702,4503.599937884702,4504.349937884702,1815,1080,1448
4508.617325561833,4508.492325561833,4508.742325561833,1842,1671,1757
4506.894613482907,4506.769613482907,4507.019613482907,2537,1104,1821
4504.30517421348,4504.18017421348,4504.43017421348,1697,918,1308
4505.828872448242,4505.703872448242,4505.953872448242,2670,1025,1848
4508.372686011419,4508.247686011419,4508.497686011419,1996,839,1418
4505.356328978191,4505.231328978191,4505.481328978191,1006,1973,1490
4505.695078002305,4505.570078002305,4505.820078002305,1501,1412,1457
4504.591017850321,4504.466017850321,4504.716017850321,2251,1292,1772
4502.520685640053,4502.395685640053,4502.645685640053,1181,1976,1579
4503.05442228085,4502.92942228085,4503.17942228085,1212,953,1083
4502.210924230072,4501.835924230072,4502.585924230072,1315,1218,1267
4501.4749705044715,4501.2249705044715,4501.7249705044715,982,2295,1639
4501.357486438436,4501.232486438436,4501.482486438436,1858,975,1417
4496.937146119959,4496.687146119959,4497.187146119959,1730,637,1184
4497.362989592407,4497.237989592407,4497.487989592407,1814,1645,1730
4498.747185431817,4498.622185431817,4498.872185431817,1370,741,1056
4498.664848787561,4498.539848787561,4498.789848787561,2064,1845,1955
4493.578084034944,4493.328084034944,4493.828084034944,1310,649,980
4492.662750274487,4492.287750274487,4493.037750274487,1853,1504,1679
4495.879875359187,4495.754875359187,4496.004875359187,1087,2058,1573
4497.135600367774,4496.760600367774,4497.510600367774,969,2212,1591
4493.535055113578,4493.285055113578,4493.785055113578,1403,1836,1620
4490.912511237426,4490.662511237426,4491.162511237426,709,1236,973
4493.111969155438,4492.986969155438,4493.236969155438,1025,936,981
4490.909425487673,4490.784425487673,4491.034425487673,975,1732,1354
4486.760155031381,4486.635155031381,4486.885155031381,1489,1522,1506
4487.884717686619,4487.634717686619,4488.134717686619,2104,749,1427
4486.188992387139,4486.063992387139,4486.313992387139,1110,2073,1592
4487.8098845520635,4487.6848845520635,4487.9348845520635,2489,1312,1901
4485.719586625571,4485.594586625571,4485.844586625571,1490,1063,1277
4485.456665000285,4485.331665000285,4485.581665000285,1079,776,928
4480.4090968287455,4480.1590968287455,4480.6590968287455,1098,861,980
4480.705278500543,4480.580278500543,4480.830278500543,2264,1183,1724
4478.058305664156,4477.933305664156,4478.183305664156,680,1873,1277
4478.106259908969,4477.981259908969,4478.231259908969,1429,872,1151
4477.9857492861665,4477.8607492861665,4478.1107492861665,784,1509,1147
4475.766294981658,4475.391294981658,4476.141294981658,1037,1184,1111
4478.063697329656,4477.938697329656,4478.188697329656,2112,1699,1906
4477.618954494849,4477.368954494849,4477.868954494849,1279,502,891
4480.532212483259,4480.282212483259,4480.782212483259,1536,1487,1512
4481.523955160064,4481.273955160064,4481.773955160064,2288,1217,1753
4480.156666396617,4480.031666396617,4480.281666396617,655,1522,1089
4481.891468440185,4481.516468440185,4482.266468440185,2131,734,1433
4477.232039373878,4476.857039373878,4477.607039373878,1837,980,1409
4477.630347751146,4477.380347751146,4477.880347751146,1403,1348,1376
4474.9026464878725,4474.6526464878725,4475.1526464878725,1852,715,1284
4474.320216534583,4474.195216534583,4474.445216534583,1548,1213,1381
4475.9658555240185,4475.8408555240185,4476.0908555240185,2012,1109,1561
4479.83431959742,4479.58431959742,4480.08431959742,644,1899,1272
4482.618561881875,4482.368561881875,4482.868561881875,1342,1723,1533
4481.173005324411,4481.048005324411,4481.298005324411,1396,2107,1752
4481.1853521842495,4481.0603521842495,4481.3103521842495,2095,1570,1833
4484.205350216157,4483.955350216157,4484.455350216157,2053,768,1411
4487.6343552192175,4487.5093552192175,4487.7593552192175,2250,779,1515
4486.812692469901,4486.687692469901,4486.937692469901,1319,1036,1178
4485.555305227096,4485.430305227096,4485.680305227096,1375,1082,1229
4483.6110929189845,4483.3610929189845,4483.8610929189845,2230,1047,1639
4489.300043493149,4489.175043493149,4489.425043493149,1157,2208,1683
4488.718683212787,4488.593683212787,4488.843683212787,1482,523,1003
4486.326684912504,4485.951684912504,4486.701684912504,970,1501,1236
4484.994541372647,4484.619541372647,4485.369541372647,1955,1362,1659
4484.54040423795,4484.29040423795,4484.79040423795,1471,1606,1539
4485.418663872383,4485.043663872383,4485.793663872383,705,904,805
4485.11218023809,4484.98718023809,4485.23718023809,592,1141,867
4487.523257285203,4487.398257285203,4487.648257285203,2064,715,1390
4488.015438355575,4487.890438355575,4488.140438355575,2786,1103,1945
4489.820095486414,4489.695095486414,4489.945095486414,1338,1689,1514
4491.738470199063,4491.488470199063,4491.988470199063,516,1367,942
4490.497828068628,4490.372828068628,4490.622828068628,797,1340,1069
4491.138200445102,4490.888200445102,4491.388200445102,1151,734,943
4490.361739203554,4489.986739203554,4490.736739203554,1675,814,1245
4487.191516244812,4487.066516244812,4487.316516244812,1098,1877,1488
4483.169740648706,4482.919740648706,4483.419740648706,968,1989,1479
4482.199424252806,4482.074424252806,4482.324424252806,1648,1767,1708
4483.680189233529,4483.305189233529,4484.055189233529,820,1219,1020
4489.7369253536135,4489.4869253536135,4489.9869253536135,2001,1310,1656
4485.667292413925,4485.542292413925,4485.792292413925,1939,1018,1479
4485.982591099423,4485.857591099423,4486.107591099423,1404,1057,1231
4482.467299430575,4482.217299430575,4482.717299430575,1120,915,1018
4482.403437306853,4482.278437306853,4482.528437306853,1637,1458,1548
4481.851487847324,4481.601487847324,4482.101487847324,1674,1061,1368
4482.8217462221755,4482.6967462221755,4482.9467462221755,1380,1875,1628
4485.238062261487,4485.113062261487,4485.363062261487,1485,2232,1859
4483.0034665824505,4482.7534665824505,4483.2534665824505,1286,505,896
4483.887592665242,4483.637592665242,4484.137592665242,2031,704,1368
4484.557345376426,4484.307345376426,4484.807345376426,1305,850,1078
4486.076887127636,4485.826887127636,4486.326887127636,868,801,835
4485.5913520930235,4485.3413520930235,4485.8413520930235,1154,907,1031
