close,bid,ask,bid_volume,ask_volume,volume
4504.8711036092445,4504.6211036092445,4505.1211036092445,2139,718,1429
4502.639724386023,4502.514724386023,4502.764724386023,1278,899,1089
4501.102890253536,4500.977890253536,4501.227890253536,440,1169,805
4504.3399994149195,4504.2149994149195,4504.4649994149195,1415,590,1003
4504.568257397424,4504.318257397424,4504.818257397424,1277,1292,1285
4504.4945732018305,4504.1195732018305,4504.8695732018305,1110,1081,1096
4507.173191637242,4507.048191637242,4507.298191637242,2021,1452,1737
4508.07404246392,4507.94904246392,4508.19904246392,993,1596,1295
4509.4240730404945,4509.0490730404945,4509.7990730404945,558,1523,1041
4508.195526075742,4507.945526075742,4508.445526075742,1713,666,1190
4507.631347659881,4507.506347659881,4507.756347659881,2565,1304,1935
4508.224778375325,4508.099778375325,4508.349778375325,2133,948,1541
4508.349320403233,4508.099320403233,4508.599320403233,495,1280,888
4510.114447722422,4509.989447722422,4510.239447722422,1111,2068,1590
4510.178562741715,4510.053562741715,4510.303562741715,2073,1884,1979
4507.060292908506,4506.935292908506,4507.185292908506,987,1680,1334
4506.126626796058,4506.001626796058,4506.251626796058,1091,1192,1142
4503.503286058424,4503.378286058424,4503.628286058424,2505,1398,1952
4501.099474702346,4500.974474702346,4501.224474702346,864,1353,1109
4502.826608723396,4502.701608723396,4502.951608723396,1793,968,1381
4503.767678288135,4503.642678288135,4503.892678288135,1178,863,1021
4502.723187634836,4502.473187634836,4502.973187634836,794,1557,1176
4501.664362384396,4501.414362384396,4501.914362384396,967,1718,1343
4504.025579787493,4503.900579787493,4504.150579787493,857,1116,987
4505.986570326803,4505.736570326803,4506.236570326803,1996,869,1433
4504.944432940263,4504.569432940263,4505.319432940263,980,1299,1140
4501.233968080266,4501.108968080266,4501.358968080266,1153,972,1063
4500.104224159695,4499.729224159695,4500.479224159695,1430,785,1108
4502.3968414239935,4502.1468414239935,4502.6468414239935,2662,999,1831
4504.451956197309,4504.326956197309,4504.576956197309,1279,1128,1204
4504.798612152938,4504.673612152938,4504.923612152938,1276,899,1088
4503.739735750535,4503.614735750535,4503.864735750535,580,1143,862
4502.885892938739,4502.760892938739,4503.010892938739,1181,2816,1999
4505.137247463379,4504.887247463379,4505.387247463379,1439,810,1125
4502.650865594392,4502.400865594392,4502.900865594392,1338,569,954
4500.95924431017,4500.70924431017,4501.20924431017,1067,2736,1902
4503.7365368141855,4503.6115368141855,4503.8615368141855,1306,833,1070
4507.083275597913,4506.958275597913,4507.208275597913,1803,1462,1633
4503.417786485662,4503.292786485662,4503.542786485662,1303,900,1102
4498.613564442737,4498.488564442737,4498.738564442737,1152,2243,1698
4498.90718970561,4498.78218970561,4499.03218970561,896,2381,1639
4497.865915828265,4497.615915828265,4498.115915828265,1254,607,931
4501.032249626047,4500.657249626047,4501.407249626047,1164,1433,1299
4503.311789086923,4503.061789086923,4503.561789086923,2824,1129,1977
4500.001950399586,4499.626950399586,4500.376950399586,2542,1005,1774
4500.7582444517975,4500.3832444517975,4501.1332444517975,1657,946,1302
4500.186619399295,4500.061619399295,4500.311619399295,691,1588,1140
4498.647739460248,4498.522739460248,4498.772739460248,1109,858,984
4497.250255244302,4497.125255244302,4497.375255244302,2440,1261,1851
4498.729987958475,4498.604987958475,4498.854987958475,1159,656,908
4503.586802840244,4503.336802840244,4503.836802840244,2257,1362,1810
4502.409071688749,4502.159071688749,4502.659071688749,889,2194,1542
4502.7499696310015,4502.4999696310015,4502.9999696310015,478,1299,889
4500.526701219495,4500.401701219495,4500.651701219495,1165,896,1031
4500.985521702949,4500.735521702949,4501.235521702949,1476,2095,1786
4500.409860452424,4500.034860452424,4500.784860452424,1506,1279,1393
4498.218820913693,4497.968820913693,4498.468820913693,1027,2758,1893
4498.609645330225,4498.234645330225,4498.984645330225,955,692,824
4493.90317292101,4493.77817292101,4494.02817292101,1266,2001,1634
4490.2969200125535,4490.0469200125535,4490.5469200125535,1462,2375,1919
4486.923725920824,4486.548725920824,4487.298725920824,1209,636,923
4487.495479295194,4487.370479295194,4487.620479295194,1061,1192,1127
4488.526168926728,4488.401168926728,4488.651168926728,1165,1132,1149
4489.605864835345,4489.480864835345,4489.730864835345,1359,764,1062
4486.129337203448,4486.004337203448,4486.254337203448,1788,821,1305
4482.305205431523,4482.180205431523,4482.430205431523,1182,1469,1326
4481.128719215709,4481.003719215709,4481.253719215709,1075,1198,1137
4480.062242369206,4479.812242369206,4480.312242369206,2102,819,1461
4476.527710113738,4476.277710113738,4476.777710113738,1218,767,993
4475.708496814036,4475.583496814036,4475.833496814036,1025,2192,1609
4479.231050774981,4479.106050774981,4479.356050774981,1109,2278,1694
4481.63917877367,4481.38917877367,4481.88917877367,1048,1301,1175
4478.340187430487,4477.965187430487,4478.715187430487,754,1051,903
4480.241330909854,4479.991330909854,4480.491330909854,587,1136,862
4480.021842529916,4479.771842529916,4480.271842529916,1943,940,1442
4477.447649722269,4477.322649722269,4477.572649722269,1750,1807,1779
4480.338194614487,4479.963194614487,4480.713194614487,1328,1187,1258
4483.20864778051,4483.08364778051,4483.33364778051,1368,1337,1353
4482.005155112365,4481.880155112365,4482.130155112365,1960,1809,1885
4481.603264603272,4481.353264603272,4481.853264603272,794,2169,1482
4481.996664814837,4481.871664814837,4482.121664814837,627,1106,867
4482.19915843183,4481.94915843183,4482.44915843183,2513,1444,1979
4479.501742784718,4479.126742784718,4479.876742784718,1537,1370,1454
4483.564701972023,4483.314701972023,4483.814701972023,1633,786,1210
4488.537967674032,4488.412967674032,4488.662967674032,1501,684,1093
4490.014828695682,4489.889828695682,4490.139828695682,2150,929,1540
4491.3147981357015,4491.1897981357015,4491.4397981357015,1979,1486,1733
4489.590368589889,4489.465368589889,4489.715368589889,1010,2485,1748
4490.207015235872,4490.082015235872,4490.332015235872,2272,951,1612
4493.699627008665,4493.574627008665,4493.824627008665,1291,2414,1853
4491.091315627813,4490.966315627813,4491.216315627813,871,1464,1168
4490.00993713351,4489.88493713351,4490.13493713351,978,1897,1438
4487.674622406291,4487.549622406291,4487.799622406291,1676,1153,1415
4487.691525056285,4487.566525056285,4487.816525056285,1305,1758,1532
4489.946356182624,4489.696356182624,4490.196356182624,2100,871,1486
4490.790880757661,4490.540880757661,4491.040880757661,1470,581,1026
4489.823096016378,4489.698096016378,4489.948096016378,1779,1134,1457
4486.536750905155,4486.411750905155,4486.661750905155,1941,1228,1585
4484.4295628901355,4484.3045628901355,4484.5545628901355,749,2144,1447
4484.098966207408,4483.973966207408,4484.223966207408,1163,578,871
4483.3274647775,4483.2024647775,4483.4524647775,1663,1612,1638
4485.651663017912,4485.401663017912,4485.901663017912,2643,1204,1924
4484.751631580657,4484.501631580657,4485.001631580657,988,2455,1722
4485.867409071001,4485.617409071001,4486.117409071001,1638,605,1122
4486.776871922924,4486.526871922924,4487.026871922924,1379,568,974
4486.091781157508,4485.841781157508,4486.341781157508,1176,1135,1156
4489.372576203948,4489.247576203948,4489.497576203948,1493,2470,1982
4487.596648037544,4487.221648037544,4487.971648037544,1536,1583,1560
4487.215810105219,4486.965810105219,4487.465810105219,1522,987,1255
4485.859679981432,4485.734679981432,4485.984679981432,1382,887,1135
4482.813812278707,4482.438812278707,4483.188812278707,585,1598,1092
4482.330548122605,4482.205548122605,4482.455548122605,2030,881,1456
4480.736065133721,4480.611065133721,4480.861065133721,1406,1243,1325
4478.269214099739,4478.144214099739,4478.394214099739,939,1162,1051
4480.379722283695,4480.254722283695,4480.504722283695,2563,1088,1826
4476.698714147787,4476.573714147787,4476.823714147787,1452,1797,1625
4477.13000413093,4477.00500413093,4477.25500413093,1497,1640,1569
4477.262787778365,4477.137787778365,4477.387787778365,1172,571,872
4477.712376085841,4477.587376085841,4477.837376085841,1763,2050,1907
4476.986515498314,4476.861515498314,4477.111515498314,622,1761,1192
4480.379069252898,4480.004069252898,4480.754069252898,714,1569,1142
4480.700566217036,4480.450566217036,4480.950566217036,1091,1978,1535
4480.412020725205,4480.287020725205,4480.537020725205,1273,954,1114
4480.661037621809,4480.536037621809,4480.786037621809,849,1572,1211
4481.628528508578,4481.503528508578,4481.753528508578,1778,839,1309
4480.018330767374,4479.768330767374,4480.268330767374,1319,1080,1200
4483.02994489527,4482.90494489527,4483.15494489527,1579,1262,1421
4484.575866287847,4484.325866287847,4484.825866287847,647,1464,1056
4485.286210958997,4485.161210958997,4485.411210958997,794,1673,1234
4485.492033001985,4485.242033001985,4485.742033001985,889,1492,1191
4481.907229213802,4481.782229213802,4482.032229213802,1387,1828,1608
4478.309209336549,4478.184209336549,4478.434209336549,644,1375,1010
4476.99746846639,4476.62246846639,4477.37246846639,1829,1684,1757
4477.496881564841,4477.371881564841,4477.621881564841,1599,2226,1913
4479.273506039327,4479.148506039327,4479.398506039327,1047,2514,1781
4486.343334835242,4486.218334835242,4486.468334835242,986,1601,1294
4484.859288638138,4484.734288638138,4484.984288638138,1545,2024,1785
4487.029416262733,4486.779416262733,4487.279416262733,1795,2184,1990
4485.5996327881,4485.3496327881,4485.8496327881,930,1837,1384
4484.555248172623,4484.430248172623,4484.680248172623,1239,418,829
4483.144996119294,4483.019996119294,4483.269996119294,1839,2072,1956
4484.143394729492,4483.768394729492,4484.518394729492,2396,961,1679
4482.692897152131,4482.317897152131,4483.067897152131,1491,2416,1954
4477.549208966088,4477.424208966088,4477.674208966088,1949,656,1303
4479.730747397976,4479.480747397976,4479.980747397976,1288,2041,1665
4479.757008279005,4479.507008279005,4480.007008279005,2161,838,1500
4479.903938785034,4479.653938785034,4480.153938785034,2542,1241,1892
4479.287171432327,4479.162171432327,4479.412171432327,1149,920,1035
4479.526854187756,4479.276854187756,4479.776854187756,1412,1611,1512
4483.203592289684,4482.953592289684,4483.453592289684,861,986,924
4486.466436718785,4486.216436718785,4486.716436718785,1462,2125,1794
4488.821817086174,4488.571817086174,4489.071817086174,890,889,890
4489.153616982847,4489.028616982847,4489.278616982847,1375,684,1030
4487.574409665674,4487.449409665674,4487.699409665674,636,1257,947
4486.376293694078,4486.251293694078,4486.501293694078,1763,1342,1553
4487.361588820633,4487.111588820633,4487.611588820633,1222,725,974
4487.348407793725,4487.223407793725,4487.473407793725,1615,904,1260
4485.526323386172,4485.401323386172,4485.651323386172,2201,1548,1875
4479.656926192306,4479.531926192306,4479.781926192306,1067,2490,1779
4474.547234018356,4474.297234018356,4474.797234018356,1138,837,988
4479.300034128812,4479.050034128812,4479.550034128812,1961,734,1348
4481.710991432638,4481.585991432638,4481.835991432638,961,668,815
4479.755860002502,4479.630860002502,4479.880860002502,2686,1003,1845
4481.977842039348,4481.727842039348,4482.227842039348,2350,969,1660
4479.56190277177,4479.31190277177,4479.81190277177,954,2145,1550
4475.8028513716745,4475.6778513716745,4475.9278513716745,1053,630,842
4480.694999724608,4480.444999724608,4480.944999724608,1920,1515,1718
4479.633611809182,4479.508611809182,4479.758611809182,1648,767,1208
4479.265240837821,4479.015240837821,4479.515240837821,1984,1155,1570
4476.21810777682,4476.09310777682,4476.34310777682,979,2048,1514
4475.485958674063,4475.360958674063,4475.610958674063,1197,762,980
4472.010090608889,4471.635090608889,4472.385090608889,991,1122,1057
4475.165741765474,4475.040741765474,4475.290741765474,1735,2184,1960
4476.325742767131,4476.200742767131,4476.450742767131,691,1278,985
4479.665071887291,4479.540071887291,4479.790071887291,583,1324,954
4476.69656484373,4476.57156484373,4476.82156484373,1136,649,893
4473.829979465158,4473.704979465158,4473.954979465158,1442,549,996
4475.242420766533,4475.117420766533,4475.367420766533,1894,1083,1489
4471.94686127766,4471.69686127766,4472.19686127766,1631,1588,1610
4472.035250793178,4471.910250793178,4472.160250793178,2688,1085,1887
4475.1796230994205,4475.0546230994205,4475.3046230994205,1591,1306,1449
4474.5846503737885,4474.3346503737885,4474.8346503737885,1311,2500,1906
4472.961663339721,4472.711663339721,4473.211663339721,2261,1180,1721
4473.83319303255,4473.70819303255,4473.95819303255,1560,1179,1370
4475.330784512283,4475.205784512283,4475.455784512283,1663,1332,1498
4476.569722510226,4476.444722510226,4476.694722510226,903,1546,1225
4475.235817448894,4475.110817448894,4475.360817448894,519,1184,852
4472.409797905264,4472.284797905264,4472.534797905264,2093,1726,1910
4477.046609832764,4476.921609832764,4477.171609832764,749,1116,933
4476.094892654786,4475.969892654786,4476.219892654786,1325,1164,1245
4478.562611207599,4478.437611207599,4478.687611207599,822,817,820
4477.657368634433,4477.532368634433,4477.782368634433,854,1199,1027
4473.169248514351,4472.794248514351,4473.544248514351,2172,1627,1900
4472.766984243339,4472.516984243339,4473.016984243339,1654,1217,1436
4475.009968496879,4474.759968496879,4475.259968496879,903,1564,1234
4474.422304709656,4474.297304709656,4474.547304709656,509,1392,951
4472.943740191563,4472.818740191563,4473.068740191563,1179,2492,1836
4474.199766325541,4473.949766325541,4474.449766325541,1259,1150,1205
4476.99818665512,4476.87318665512,4477.12318665512,2151,1432,1792
4481.409580986005,4481.284580986005,4481.534580986005,999,2420,1710
4484.834752428373,4484.709752428373,4484.959752428373,910,2645,1778
4488.423988743607,4488.048988743607,4488.798988743607,1598,1679,1639
