close,bid,ask,bid_volume,ask_volume,volume
4499.662522969005,4499.537522969005,4499.787522969005,1919,1714,1817
4501.761056240667,4501.636056240667,4501.886056240667,1030,1527,1279
4502.598598229988,4502.473598229988,4502.723598229988,969,2216,1593
4503.857083490703,4503.607083490703,4504.107083490703,1010,1627,1319
4504.124574351638,4503.999574351638,4504.249574351638,2099,1166,1633
4506.9280068337985,4506.6780068337985,4507.1780068337985,1073,1074,1074
4505.901990104437,4505.776990104437,4506.026990104437,1103,1950,1527
4505.046625286239,4504.921625286239,4505.171625286239,1579,1500,1540
4505.504489516228,4505.379489516228,4505.629489516228,1162,1969,1566
4501.69798925116,4501.57298925116,4501.82298925116,799,1658,1229
4500.984720988448,4500.859720988448,4501.109720988448,933,680,807
4502.396539278519,4502.271539278519,4502.521539278519,1711,1404,1558
4504.566679899452,4504.316679899452,4504.816679899452,2722,1169,1946
4505.241237253198,4505.116237253198,4505.366237253198,1977,1844,1911
4507.196294989815,4506.821294989815,4507.571294989815,665,1032,849
4505.492541800441,4505.367541800441,4505.617541800441,1192,2365,1779
4505.325932098816,4505.200932098816,4505.450932098816,1307,748,1028
4509.172426173657,4509.047426173657,4509.297426173657,810,1061,936
4508.768133177854,4508.643133177854,4508.893133177854,2053,998,1526
4505.112799526354,4504.987799526354,4505.237799526354,1008,1211,1110
4502.733785416481,4502.483785416481,4502.983785416481,2119,1122,1621
4505.057055839298,4504.807055839298,4505.307055839298,1112,1145,1129
4506.840724334418,4506.590724334418,4507.090724334418,1854,1747,1801
4504.273195122289,4504.148195122289,4504.398195122289,1817,1258,1538
4502.928461592895,4502.553461592895,4503.303461592895,1613,1212,1413
4504.321582222758,4504.196582222758,4504.446582222758,615,1504,1060
4505.326797552702,4505.076797552702,4505.576797552702,2033,1782,1908
4506.205700122644,4506.080700122644,4506.330700122644,1800,925,1363
4509.022400157206,4508.772400157206,4509.272400157206,1428,1977,1703
4510.152112109679,4510.027112109679,4510.277112109679,542,1505,1024
4510.80360163043,4510.67860163043,4510.92860163043,829,1908,1369
4515.752884200134,4515.627884200134,4515.877884200134,1860,733,1297
4518.377107784581,4518.127107784581,4518.627107784581,2144,1215,1680
4516.1359699814175,4515.8859699814175,4516.3859699814175,1773,1680,1727
4516.302463007674,4516.052463007674,4516.552463007674,2265,1278,1772
4511.841365986735,4511.591365986735,4512.091365986735,1680,2105,1893
4517.30725693547,4517.05725693547,4517.55725693547,573,1710,1142
4519.534873026183,4519.409873026183,4519.659873026183,761,2280,1521
4522.303628407397,4522.178628407397,4522.428628407397,1462,2095,1779
4520.785054077556,4520.660054077556,4520.910054077556,1834,1711,1773
4519.951314831706,4519.826314831706,4520.076314831706,1975,1044,1510
4517.21975845061,4517.09475845061,4517.34475845061,1258,693,976
4517.683164942426,4517.558164942426,4517.808164942426,1025,2644,1835
4516.8377947874,4516.5877947874,4517.0877947874,1334,2273,1804
4519.2909093558565,4519.1659093558565,4519.4159093558565,2148,957,1553
4518.956701464255,4518.831701464255,4519.081701464255,1341,1466,1404
4518.285086758799,4517.910086758799,4518.660086758799,1415,1034,1225
4515.243248629678,4514.993248629678,4515.493248629678,1001,1252,1127
4515.442330667854,4515.317330667854,4515.567330667854,1424,2047,1736
4509.626080667617,4509.376080667617,4509.876080667617,1797,1062,1430
4509.60272265342,4509.47772265342,4509.72772265342,653,1016,835
4508.577942991566,4508.452942991566,4508.702942991566,1203,1218,1211
4512.860809981449,4512.735809981449,4512.985809981449,1076,1979,1528
4510.886982454391,4510.511982454391,4511.261982454391,992,2525,1759
4514.076042009206,4513.951042009206,4514.201042009206,748,2243,1496
4514.199267451613,4514.074267451613,4514.324267451613,1713,1184,1449
4515.918943706927,4515.793943706927,4516.043943706927,935,982,959
4517.6037123821,4517.4787123821,4517.7287123821,1262,1145,1204
4520.141031540927,4520.016031540927,4520.266031540927,672,1081,877
4523.747236638608,4523.497236638608,4523.997236638608,1980,1597,1789
4523.991041874818,4523.616041874818,4524.366041874818,1238,1227,1233
4525.355597592665,4525.230597592665,4525.480597592665,1596,1193,1395
4528.638286763823,4528.388286763823,4528.888286763823,899,796,848
4526.558476266763,4526.433476266763,4526.683476266763,2606,1251,1929
4527.903088001345,4527.778088001345,4528.028088001345,1397,1976,1687
4530.701357432269,4530.451357432269,4530.951357432269,2499,1212,1856
4532.886267183715,4532.636267183715,4533.136267183715,1610,669,1140
4531.449600312372,4531.324600312372,4531.574600312372,1620,1481,1551
4533.450270812678,4533.325270812678,4533.575270812678,1447,942,1195
