close,bid,ask,bid_volume,ask_volume,volume
4497.689464848452,4497.439464848452,4497.939464848452,1046,1683,1365
4498.188144877814,4498.063144877814,4498.313144877814,1826,1525,1676
4497.865281614165,4497.740281614165,4497.990281614165,1406,977,1192
4497.05243411244,4496.92743411244,4497.17743411244,1072,2837,1955
4501.129966511209,4501.004966511209,4501.254966511209,1667,1318,1493
4503.482650273634,4503.232650273634,4503.732650273634,2151,1574,1863
4503.980740916607,4503.855740916607,4504.105740916607,954,1645,1300
4508.049298722886,4507.799298722886,4508.299298722886,2419,946,1683
4507.819995816985,4507.694995816985,4507.944995816985,1047,1024,1036
4510.084936389423,4509.959936389423,4510.209936389423,1247,1260,1254
4512.748083646318,4512.623083646318,4512.873083646318,710,2035,1373
4513.411565225594,4513.286565225594,4513.536565225594,1155,1318,1237
4520.039398865684,4519.914398865684,4520.164398865684,1486,1071,1279
4519.321083719438,4519.196083719438,4519.446083719438,1357,526,942
4517.212923536008,4517.087923536008,4517.337923536008,1698,2275,1987
4518.153466576654,4518.028466576654,4518.278466576654,656,1723,1190
4515.238515430846,4514.988515430846,4515.488515430846,2078,1675,1877
4514.581537506911,4514.456537506911,4514.706537506911,2178,1661,1920
4514.480429027485,4514.355429027485,4514.605429027485,1155,2346,1751
4517.73757445796,4517.61257445796,4517.86257445796,1020,913,967
4517.672009170143,4517.297009170143,4518.047009170143,1311,1252,1282
4518.536238575044,4518.286238575044,4518.786238575044,1316,1219,1268
4519.256914923107,4519.006914923107,4519.506914923107,1071,1552,1312
4521.493013710173,4521.368013710173,4521.618013710173,967,1124,1046
4522.41788748192,4522.29288748192,4522.54288748192,1512,1599,1556
4526.511111519976,4526.136111519976,4526.886111519976,719,1472,1096
4526.301284305258,4526.176284305258,4526.426284305258,1274,701,988
4526.365522917011,4526.240522917011,4526.490522917011,778,2333,1556
4525.120799804747,4524.870799804747,4525.370799804747,2466,965,1716
4525.540952513369,4525.415952513369,4525.665952513369,1945,684,1315
4527.318828325298,4527.193828325298,4527.443828325298,2202,805,1504
4524.183907917005,4523.808907917005,4524.558907917005,945,1010,978
4522.43681576323,4522.31181576323,4522.56181576323,712,1761,1237
4525.219190443801,4524.969190443801,4525.469190443801,1352,945,1149
4530.3832842114325,4530.0082842114325,4530.7582842114325,2641,1344,1993
4528.572615885646,4528.447615885646,4528.697615885646,1971,854,1413
4529.257444430213,4529.132444430213,4529.382444430213,1443,518,981
4529.473247563973,4529.348247563973,4529.598247563973,1043,2170,1607
4528.8105183653515,4528.6855183653515,4528.9355183653515,1262,1923,1593
4528.462152717843,4528.337152717843,4528.587152717843,1339,2478,1909
4529.646214097422,4529.396214097422,4529.896214097422,1063,1478,1271
4528.753878459441,4528.378878459441,4529.128878459441,1722,661,1192
